,headline,label,gpt_response
12755,Soaring Indian Coronary Stent Market Puts These Stocks in Focus - Analyst Blog,neutral,1)
12756,3 Best Performing Stocks of June - Analyst Blog,neutral,Neutral
12757,"Stock Market News for July 01, 2014 - Market News",positive,Neutral.
12758,S&P: Cut Corporate Taxes to Create 10M New Jobs,positive,Positive
12759,Medtronic's Cardiac Monitor Boosts AF Detection in Stroke Patients - Analyst Blog,positive,neutral
12760,"Edwards Lifesciences' Sapien XT Gains Approval, Competition Rife - Analyst Blog",positive,Neutral
12761,MEDTRONIC,negative,neutral
12762,Bill Frels Comments on Medtronic Inc,negative,Neutral
12763,Bill Frels' Mairs & Power Balance Fund First Quarter 2014 Commentary,negative,Neutral
12764,Patent Infringement War Continues Between Covidien and J&J Unit - Analyst Blog,negative,neutral
12765,Covidien Launches New PED to Treat Brain Aneurysm - Analyst Blog,positive,Neutral
12766,Stryker Momentum Continues but M&A Activities Pose Threat - Analyst Blog,positive,negative
12767,"Stock Market News for June 23, 2014 - Market News",positive,Neutral
12768,Medtronic cyberattack victim,negative,Neutral
12769,Medtronic's Micra Pacemaker Spells Success in Prelim Study - Analyst Blog,negative,1)
12770,Medtronic Suffered Breach,negative,Negative
12771,Medtronic's Adaptive CRT Helps Fight Atrial Fibrillation - Analyst Blog,positive,Neutral
12772,"Medtronic, Sanofi to Form Strategic Diabetes Alliance - Analyst Blog",positive,neutral
12773,Edwards Lifesciences,negative,Neutral
12774,Edwards Lifesciences Rises After Sapien XT Approval,negative,1)
12775,"Stock Market News for June 17, 2014 - Market News",negative,Neutral
12776,Strength Seen in Covidien (COV): Stock Soars 20.5% - Tale of the Tape,negative,1)
12777,"Global M&A Up 73% To $1.6 Trillion; Health, Media Top",negative,positive
12778,"Mergers, Mergers All Around",negative,Neutral
12779,Medtronic-Covidien Deal Says Size Matters In Devices,negative,positive
12780,Medtronic to Acquire Covidien for $42.9B - Analyst Blog,negative,1)
12781,Medical Device ETF in Focus as Medtronic Buys Covidien - ETF News And Commentary,negative,1)
12782,Major Averages' Gains Fade; Lithia Soars On Acquisition,negative,Neutral
12783,"Medtronic Buying Covidien, Becoming Device Colossus",negative,1)
12784,"Stock Futures Point Lower; Deals Lift Medtronic, Williams",negative,neutral
12785,Medtronic to Buy Covidien for $42.0 Billion,negative,1)
12786,U.S. Stocks Fall on Iraq Worries,negative,Negative
12787,"Iraq Instability Pressures Stock Futures, Lifts Oil",negative,negative
12788,Medtronic's CoreValve TransCatheter is Now FDA Approved - Analyst Blog,negative,1)
12789,Medtronic Enriches Endovascular Solutions - Analyst Blog,neutral,Neutral
12790,Medtronic: A Lesson on Reasonableness Despite New Highs,neutral,Neutral
12791,"Medtronic, Smith & Nephew Buyout Rumors Under Fire",neutral,Neutral
12792,"Medtronic's Advisa, Ensura Pacemakers Win CE Mark (Revised) - Analyst Blog",neutral,Neutral
12793,"Medtronic's Advisa, Ensura Pacemakers Win CE Mark - Analyst Blog",positive,Neutral
12794,Cyberonics Shocks Investors With Weak Profit Guidance,positive,negative
12795,Outlook for June 2014,neutral,Neutral
12796,"Becton, Dickinson and Co. (BDX) Dividend Stock Analysis",positive,Neutral
12797,Oakmark's Bill Nygren's Top Holdings Led by Bank of America and Oracle,neutral,Neutral
12798,Edwards Lifesciences Upped to Buy - Analyst Blog,neutral,1)
12799,Medtronic Unveils New CoreValve Data - Analyst Blog,neutral,Neutral
12800,Medtronic Earnings Drags Medical Device ETF Lower - ETF News And Commentary,neutral,Negative
12801,Medtronic settles litigation,neutral,Neutral
12802,"Medtronic Reports Mixed Q4, Settles With Edwards",neutral,Neutral
12803,"Medtronic Posts In-Line Earnings, Settles with Edwards - Analyst Blog",neutral,Neutral
12804,Can Medtronic (MDT) Surprise this Earnings Season? - Analyst Blog,neutral,Neutral
12805,Why Earnings Season Could Be Great for Medtronic (MDT) - Tale of the Tape,neutral,1)
12806,Edwards Lifesciences Crafts 52-Week High - Analyst Blog,neutral,1)
12807,Medtronic Up on Twin Favorable Outcomes - Analyst Blog,neutral,1)
12808,2 MedTech Stocks for Earnings Beats - Earnings ESP,neutral,Neutral
12809,Aging Baby Boomers will spur on healthcare and healthy diet stocks,positive,1)
12810,Outlook for May 2014,positive,Neutral
12811,Greatbatch Beats on Q1 Earnings - Analyst Blog,positive,1)
12812,United Therapeutics Gains on Q1 Earnings - Analyst Blog,positive,1)
12813,Edwards Lifesciences Raised to Buy - Analyst Blog,neutral,1)
12814,"Edwards Lifesciences' Gain, Medtronic in Pain - Analyst Blog",neutral,Neutral
12815,Gains Fading For Stocks; NQ Mobile Slides,positive,Negative
12816,"Edwards Up, Medtronic Down After Court Hits CoreValve",positive,negative
12817,"March Sales Buoy Stock Futures; Citigroup, WebMD Health Climb",positive,1)
12818,CE Mark and European Launch for Medtronic's Evera MRI - Analyst Blog,neutral,1)
12819,Medtronic's NeuroStimulator Implant Spells Success - Analyst Blog,neutral,1)
12820,Balanced View on Greatbatch - Analyst Blog,neutral,Neutral
12821,FDA OKs Integra's Camino Flex Ventricular Catheter - Analyst Blog,positive,Positive
12822,Edwards' Sapien XT Betters Medtronic Heart Valve - Analyst Blog,positive,Neutral
12823,Medtronic Up on Positive CoreValve Data - Analyst Blog,positive,1)
12824,"Medtronic Price Target Raised, But Already Beats",positive,Neutral
12825,Updated Research Report on Edwards - Analyst Blog,neutral,Neutral
12826,"Medtronic, Edwards face off",neutral,Neutral
12827,"Medtronic, Edwards Face Off For Heart-Device Market",neutral,Neutral
12828,We Are Confident About Baxter's Plan to Create Two Separate Health Care Companies,positive,1)
12829,Boston Scientific Advances in Europe - Analyst Blog,neutral,Neutral
12830,Balanced View on Medtronic - Analyst Blog,neutral,neutral
12831,Top Owned Health Care Stocks of the Fourth Quarter,neutral,Neutral
12832,United Therapeutics Slips on Q4 Earnings Report - Analyst Blog,neutral,Negative
12833,"Medtronic, Inc. (MDT): New Analyst Report from Zacks Equity Research - Zacks Equity Research Report",positive,Neutral
12834,"Medtronic EPS falls, but meets",negative,Neutral
12835,"In-Line Earnings, Tighter Outlook at Medtronic - Analyst Blog",negative,Neutral
12836,"Medtronic Earnings Fall, But In Line With Street",negative,Neutral
12837,Q4 Earnings Season Winding Down - Earnings Preview,neutral,neutral
12838,Diamond Hill Capital's Top Five Holdings,positive,Neutral
12839,"Boston Scientific Beats on Q4 Earnings, Revs - Analyst Blog",negative,Positive
12840,"Boston Scientific Q4 Beats, But Stent Sales Weak",negative,2)
12841,"Q4 Earnings Beat at Edwards, Revs in Line - Analyst Blog",negative,1)
12842,"VMware's Q4 Earnings Up Y/Y, Revs Beat - Analyst Blog",negative,Positive
12843,Edwards' Sapien 3 Cleared in Europe - Analyst Blog,neutral,Neutral
12844,Medtronic's SureScan Wins FDA Approval - Analyst Blog,neutral,1)
12845,Covidien to Exit Renal Denervation Market - Analyst Blog,negative,Negative
12846,FDA Ok's Medtronic's CoreValve - Analyst Blog,neutral,Positive
12847,CoreValve gets early approval,positive,1)
12848,Medtronic Wins Early CoreValve Approval; Edwards Down,positive,1)
12849,Medtronic,negative,Neutral
12850,Medtronic Still at Neutral - Analyst Blog,negative,neutral
12851,"NuVasive Preliminary Q4 Sales Beat, Stock Jumps",negative,1)
12852,Stuck? Seek To Discover Who You Really Are Now,negative,Neutral
12853,St. Jude Medical Down to Sell - Analyst Blog,positive,Negative
12854,Medtronic to Acquire TYRX - Analyst Blog,positive,Neutral
12855,"Stock Market News for January 08, 2014 - Market News",positive,Neutral
12856,MedTech Industry Stock Update - Jan 2014 - Industry Outlook,neutral,Neutral
12857,MedTech Industry Stock Update - Jan 2014 - Zacks Analyst Interviews,neutral,Neutral
12858,Boston Scientific upgraded,positive,1)
12859,Boston Scientific Hits 4-Year High On Double Upgrade,positive,1)
12860,Edwards Lifesciences Lifted to Hold - Analyst Blog,neutral,neutral
12861,Bear of the Day: Edwards Lifesciences (EW) - Bear of the Day,neutral,Negative
12862,"BSX Expands in China, Shares Gain - Analyst Blog",neutral,1)
12863,No-Dividend Stocks Crushing The Market: Top List,neutral,neutral
12864,Top Five Guru-Held Health Care Stocks,neutral,Neutral
12865,MDT Progresses with Renal Denervation - Analyst Blog,neutral,Neutral
12866,MDT's Renal Denervation Systems Ok'd - Analyst Blog,positive,Neutral
12867,Greatbatch Stays Outperform - Analyst Blog,neutral,Positive
12868,Stocks to Buy in a Post-Pandemic World,neutral,1)
12869,KeyBank Releases —…–9 Corporate Responsibility Report,positive,neutral
12870,KeyCorp Declares Quarterly Cash Dividend On Common Shares And Preferred Stocks,positive,1)
12871,"Zb,n.a. Buys iShares Core S&P Mid-Cap, KeyCorp, United Parcel Service Inc, Sells Vanguard ...",negative,Neutral
12872,KeyCorp Second Quarter —…—… Earnings Release Date And Conference Call,positive,neutral
12873,KeyCorp To Present At The Deutsche Bank Global Financial Institutions Virtual Conference,negative,Neutral
12874,"Lumbard Investment Counseling, LLC Buys Kinder Morgan Inc, Northrop Grumman Corp, iShares ...",negative,Neutral
12875,"Hamlin Capital Management, LLC Buys Genuine Parts Co, China Mobile, Cisco Systems Inc, Sells ...",negative,Neutral
12876,"Harrington Investments, INC Buys Prologis Inc, Healthpeak Properties Inc, Discovery Inc, Sells ...",positive,Neutral
12877,KeyBank ranks #'5 on the —…—… Top 5… Companies List from DiversityInc; named to ...,negative,Positive
12878,"MHI Funds, LLC Buys Merck Inc, Cardinal Health Inc, Eastman Chemical Co, Sells Total SA, Delta ...",negative,Neutral
12879,"PL Capital Advisors, LLC Buys Bank of America Corp, Citizens Financial Group Inc, Comerica Inc, ...",negative,neutral
12880,Key Private Bank Wins —…–9 Family Wealth Report Award For Best Fiduciary Or Trust Services,negative,Neutral
12881,5 Popular Bank Stocks,positive,Neutral
12882,Stocks Drop as May Oil Contract Goes Negative,positive,Negative
12883,KeyCorp Announces —…—… Annual Meeting of Shareholders to be Held Virtually,positive,neutral
12884,Study Highlights Connections Between Money Missteps and Financial Literacy,positive,neutral
12885,"Truist Financial's (TFC) Q1 Earnings Beat, Provisions Jump",positive,Neutral
12886,Keycorp (KEY) President and COO Christopher M. Gorman Bought $– million of Shares,positive,positive
12887,Citizens (CFG) Q1 Earnings Miss on High Costs & Provisions,positive,2)
12888,"KeyCorp (KEY) Q1 Earnings Beat on Lower Costs, Provisions Up",negative,1)
12889,"Goldman (GS) Q1 Earnings Top, Provisions Up on Coronavirus",negative,Neutral
12890,Lower Interest Rates to Hurt KeyCorp's (KEY) Q1 Earnings,negative,Negative
12891,"KeyBank names Greg Jones as Chief Diversity, Equity, and Inclusion Officer",negative,Neutral
12892,"KG&L Capital Management,LLC Buys The Wendy's Co, Apple Inc, KeyCorp, Sells Under Armour ...",neutral,neutral
12893,KeyBank Announces Support for those Impacted by Coronavirus (COVID-–9),negative,neutral
12894,"POLYIMIDE FILM MARKET (PI FILM) OUTLOOK —…—5 GLOBAL INDUSTRY DEMAND, GROWTH OPPORTUNITY, ...",positive,Neutral
12895,KeyBank Announces Additional Steps To Support Clients And Help Protect Teammates And ...,positive,1)
12896,JPMorgan to Shut Branches on Virus Concern: Others to Follow?,positive,neutral
12897,"Clothing Fastener Market Consumption Sales By Type, Product Specifications, Research ...",negative,Neutral
12898,KeyCorp To Temporarily Suspend Share Repurchase Program,negative,Neutral
12899,"Anti-redeposition Agent Market Size, Growth Outlook —…–9-—…—5, Demand, Evolving ...",negative,neutral
12900,"Capsule Endoscopy System Market Outlook —…—5, Size, Forecasts, Demand, Competitive ...",negative,Neutral
12901,Plasma Sprayed Coatings for Medical Use Market Inclinations And Development Status Highlighted ...,negative,Neutral
12902,Ophthalmic Knife Market – What Are The Main Factors That Contributing Towards Industry Growth?,negative,Neutral
12903,"Synthetic Bone Graft Substitutes Market —…–9 Global Size, Opportunities, Historical ...",negative,Neutral
12904,"Shower Gel (Body Wash) Market —…–9 Revenue, Industry Growing Demand, Size, Share, ...",negative,Neutral
12905,"Platelet Rich Plasma (PRP) Market Analysis By Growth, Emerging Trends And Future Opportunities ...",negative,Neutral
12906,"Therapeutic Bed Market Trends, Share, Size, Growth, Supply and Manufacturers Analysis Research ...",negative,Neutral
12907,"Point of Care (PoC) Molecular Diagnostics Market – Top Companies, Business Growth & ...",negative,Neutral
12908,Table Ophthalmic Examination Market —…–9 Outlook and Forecasts —…—5 by Top ...,negative,Neutral
12909,"MAP Kinase Interacting Serine Protein Kinase – Market —…–9 -—…—5, by Size, ...",negative,Neutral
12910,Extracorporeal Ventricular Assist Device Market Rapidly Increasing in Size Globally : Latest ...,negative,Neutral
12911,"EVAR Stent Grafts Market : Industry Analysis, Size, Share, Growth, Trends and Forecast ...",negative,Neutral
12912,"Blood Screening Market : Analysis and In-depth study on market Size Trends, Emerging Growth ...",negative,Neutral
12913,"HPMC Capsules Market —…–9 New Opportunities, Top Trends, Rising Demand, Emerging Growth, ...",negative,1)
12914,"Breast Massagers Market Size Analysis, Competitive Landscape, Revenue Status, Future ...",negative,Neutral
12915,"Optical Lens Machine Market Size, Demand-sales, Suppliers by Key Applications —…–9 ...",negative,neutral
12916,"Robotic Surgical Systems Market Consumption Sales By Type, Product Specifications, Market ...",negative,Neutral
12917,"Haemostat Market Research by Production, Revenue, Growth Rate, Sales Value, Industry Trends, ...",negative,Neutral
12918,"Laser Eye Shield Market Research —…–9, Consumption, Companies , Industry Report Analysis ...",negative,neutral
12919,"Medical Gases Equipment Market to Grow with a High CAGR- Global Industry Analysis, Key ...",negative,neutral
12920,"Interbody Cage Market —…–9 Current Trends, Size, Segmentation, Key Players and Analysis ...",negative,Neutral
12921,"Dental X-ray Generators Market —…–9 : In-Depth Industry Analysis on Size, Cost Structure ...",negative,Neutral
12922,Calcium Glycerophosphate Market —…–9 Outlook and Forecasts —…—5 by Top ...,negative,Neutral
12923,"Liver Biopsy System Market – Top Companies, Business Growth & Investment Opportunities, ...",negative,Neutral
12924,"Caspase ' Market —…–9 -—…—5, by Size, Supplier, Demand Analysis, Type, ...",negative,Neutral
12925,"Bone Graft Harvester Market —…–9 Global Industry Size, Growth, Manufacturers, Segments ...",negative,Neutral
12926,"Ketoprofen Patches Market —…–9 Current Trends, Segmentation, Key Players and Analysis ...",negative,Neutral
12927,"Hyperthermia Treatment for Cancer Market to Grow with a High CAGR- Global Industry Analysis, ...",negative,1)
12928,"Vitamin D Powder Market —…–9 : In-Depth Industry Analysis on Size, Cost Structure and ...",negative,Neutral
12929,"Disruptive Behavior Disorders Market Trends, Share, Size, Growth, Supply and Manufacturers ...",negative,Neutral
12930,"Foot & Ankle Devices Market —…–9 Global Industry Size, Growth, Manufacturers, ...",negative,Neutral
12931,"IV Catheter Needles Market Research —…–9, Consumption, Companies , Industry Report ...",negative,Neutral
12932,"Proteomics Instrument Market —…–9 : Industry Insights , Major Key Players and Current ...",negative,Neutral
12933,"Canine Atopic Dermatitis Treatment Market —…–9 : Industry Insights , Major Key Players ...",negative,Neutral
12934,"Lidocaine Patches Market Research by Production, Revenue, Growth Rate, Sales Value, Industry ...",negative,Neutral
12935,"Safety Needles Market —…–9 New Innovations Trends, Research, Global Share and Growth ...",negative,Neutral
12936,"Skin Substitutes Market Report Analysis, Share, Revenue, Growth Rate With Forecast Overview To ...",negative,Neutral
12937,"Ramipril (CAS 87'''-–9-5) Market —…–9 New Innovations Trends, Research, Global ...",negative,Neutral
12938,"Equine Healthcare Market —…–9 Valuable Growth Prospects, Size, Share, Demand and Current ...",negative,Neutral
12939,"Femoral Head Prostheses Market Trends, Share, Size, Growth, Supply and Manufacturers Analysis ...",negative,Neutral
12940,"Sexually Transmitted Diseases (STDs) Testing Devices Market Share, Growth by Top Company, ...",negative,neutral
